,locus_name,BF_21,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-4.424342107437672,0.5349468767787993,-5.698521444169403,-5.355691606930712
1,21S_rRNA,-3.6183823801959374,0.23383361270964553,-4.616095731185022,-1.6083146974933318
2,HRA1,-6.649968793797271,-0.026932806456373738,-5.762625148411213,-5.982346333059046
3,ICR1,-5.767158386863174,0.03634871237347338,-4.251620494749685,-5.128794578779051
4,LSR1,1.2183047717978572,0.27230056291800364,-2.408322988229704,-3.2534613226711784
5,NME1,-6.062797164503901,0.10938896596117892,-5.152647579635674,-4.400289596951702
6,PWR1,,,-6.725901304082597,-6.653627930787116
7,Q0010,,,-6.725901304082597,-6.653627930787116
8,Q0017,,,-6.725901304082597,-6.653627930787116
9,Q0032,,,-6.725901304082597,-6.653627930787116
10,Q0045,-6.016049313796553,-1.219578027093244,-5.650440679569789,-6.392773531844424
11,Q0050,-6.460379585765926,-0.007303996293467783,-3.5795106948634405,-5.174018322941593
12,Q0055,-6.003724599458104,0.49153454253175227,-6.097006432533772,-6.34849900055738
13,Q0060,-7.338981078029027,-0.026932797511214166,-6.725901304082597,-6.653627930787116
14,Q0065,-7.017954262268107,0.7100328290845981,-6.725901304082597,-6.653627930787116
15,Q0070,,,-6.725901304082597,-6.653627930787116
16,Q0075,-7.209969632253901,-0.6118953149098535,-6.221880499494976,-6.653627930787116
17,Q0080,,,-6.725901304082597,-6.653627930787116
18,Q0085,-7.209969632253901,-0.6118953149098535,-6.725901304082597,-6.653627930787116
19,Q0092,,,-6.725901304082597,-6.653627930787116
20,Q0105,-7.072720767462037,-0.34886090969296746,-6.473890909700367,-6.653627930787116
21,Q0110,-7.334946204744186,-1.0269328138802436,-6.725901304082597,-6.653627930787116
22,Q0115,,,-6.725901304082597,-6.653627930787116
23,Q0120,-6.452068395419709,2.2949953631607207,-6.725901304082597,-6.653627930787116
24,Q0130,-5.435660251580009,1.01746159580246,-5.762625148411213,-6.653627930787116
25,Q0140,,,-6.725901304082597,-6.653627930787116
